street;date;consumption_kwh_per_minute
223 Cherry Lane;2006-12-24;0.0082
224 Grape Street;2006-12-24;0.0082
225 Banana Boulevard;2006-12-24;0.0082
221 Apple Lane;2006-12-24;0.00813
222 Orange Avenue;2006-12-24;0.00813
223 Cherry Lane;2006-12-24;0.00813
224 Grape Street;2006-12-24;0.00813
225 Banana Boulevard;2006-12-24;0.00813
221 Apple Lane;2006-12-24;0.00803
222 Orange Avenue;2006-12-24;0.00803
223 Cherry Lane;2006-12-24;0.00803
224 Grape Street;2006-12-24;0.00803
225 Banana Boulevard;2006-12-24;0.00803
221 Apple Lane;2006-12-24;0.00793
222 Orange Avenue;2006-12-24;0.00793
223 Cherry Lane;2006-12-24;0.00793
224 Grape Street;2006-12-24;0.00793
225 Banana Boulevard;2006-12-24;0.00793
221 Apple Lane;2006-12-24;0.00797
222 Orange Avenue;2006-12-24;0.00797
223 Cherry Lane;2006-12-24;0.00797
224 Grape Street;2006-12-24;0.00797
225 Banana Boulevard;2006-12-24;0.00797
221 Apple Lane;2006-12-24;0.00887
222 Orange Avenue;2006-12-24;0.00887
223 Cherry Lane;2006-12-24;0.00887
224 Grape Street;2006-12-24;0.00887
225 Banana Boulevard;2006-12-24;0.00887
221 Apple Lane;2006-12-24;0.0092
222 Orange Avenue;2006-12-24;0.0092
223 Cherry Lane;2006-12-24;0.0092
224 Grape Street;2006-12-24;0.0092
225 Banana Boulevard;2006-12-24;0.0092
221 Apple Lane;2006-12-24;0.00867
222 Orange Avenue;2006-12-24;0.00867
223 Cherry Lane;2006-12-24;0.00867
224 Grape Street;2006-12-24;0.00867
225 Banana Boulevard;2006-12-24;0.00867
221 Apple Lane;2006-12-24;0.00867
222 Orange Avenue;2006-12-24;0.00867
223 Cherry Lane;2006-12-24;0.00867
224 Grape Street;2006-12-24;0.00867
225 Banana Boulevard;2006-12-24;0.00867
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.00853
222 Orange Avenue;2006-12-24;0.00853
223 Cherry Lane;2006-12-24;0.00853
224 Grape Street;2006-12-24;0.00853
225 Banana Boulevard;2006-12-24;0.00853
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.0085
222 Orange Avenue;2006-12-24;0.0085
223 Cherry Lane;2006-12-24;0.0085
224 Grape Street;2006-12-24;0.0085
225 Banana Boulevard;2006-12-24;0.0085
221 Apple Lane;2006-12-24;0.0085
222 Orange Avenue;2006-12-24;0.0085
223 Cherry Lane;2006-12-24;0.0085
224 Grape Street;2006-12-24;0.0085
225 Banana Boulevard;2006-12-24;0.0085
221 Apple Lane;2006-12-24;0.0084
222 Orange Avenue;2006-12-24;0.0084
223 Cherry Lane;2006-12-24;0.0084
224 Grape Street;2006-12-24;0.0084
225 Banana Boulevard;2006-12-24;0.0084
221 Apple Lane;2006-12-24;0.00837
222 Orange Avenue;2006-12-24;0.00837
223 Cherry Lane;2006-12-24;0.00837
224 Grape Street;2006-12-24;0.00837
225 Banana Boulevard;2006-12-24;0.00837
221 Apple Lane;2006-12-24;0.00827
222 Orange Avenue;2006-12-24;0.00827
223 Cherry Lane;2006-12-24;0.00827
224 Grape Street;2006-12-24;0.00827
225 Banana Boulevard;2006-12-24;0.00827
221 Apple Lane;2006-12-24;0.00677
222 Orange Avenue;2006-12-24;0.00677
223 Cherry Lane;2006-12-24;0.00677
224 Grape Street;2006-12-24;0.00677
225 Banana Boulevard;2006-12-24;0.00677
221 Apple Lane;2006-12-24;0.0068
222 Orange Avenue;2006-12-24;0.0068
223 Cherry Lane;2006-12-24;0.0068
224 Grape Street;2006-12-24;0.0068
225 Banana Boulevard;2006-12-24;0.0068
221 Apple Lane;2006-12-24;0.00677
222 Orange Avenue;2006-12-24;0.00677
223 Cherry Lane;2006-12-24;0.00677
224 Grape Street;2006-12-24;0.00677
225 Banana Boulevard;2006-12-24;0.00677
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.0082
222 Orange Avenue;2006-12-24;0.0082
223 Cherry Lane;2006-12-24;0.0082
224 Grape Street;2006-12-24;0.0082
225 Banana Boulevard;2006-12-24;0.0082
221 Apple Lane;2006-12-24;0.00833
222 Orange Avenue;2006-12-24;0.00833
223 Cherry Lane;2006-12-24;0.00833
224 Grape Street;2006-12-24;0.00833
225 Banana Boulevard;2006-12-24;0.00833
221 Apple Lane;2006-12-24;0.0083
222 Orange Avenue;2006-12-24;0.0083
223 Cherry Lane;2006-12-24;0.0083
224 Grape Street;2006-12-24;0.0083
225 Banana Boulevard;2006-12-24;0.0083
221 Apple Lane;2006-12-24;0.00827
222 Orange Avenue;2006-12-24;0.00827
223 Cherry Lane;2006-12-24;0.00827
224 Grape Street;2006-12-24;0.00827
225 Banana Boulevard;2006-12-24;0.00827
221 Apple Lane;2006-12-24;0.0082
222 Orange Avenue;2006-12-24;0.0082
223 Cherry Lane;2006-12-24;0.0082
224 Grape Street;2006-12-24;0.0082
225 Banana Boulevard;2006-12-24;0.0082
221 Apple Lane;2006-12-24;0.00817
222 Orange Avenue;2006-12-24;0.00817
223 Cherry Lane;2006-12-24;0.00817
224 Grape Street;2006-12-24;0.00817
225 Banana Boulevard;2006-12-24;0.00817
221 Apple Lane;2006-12-24;0.00813
222 Orange Avenue;2006-12-24;0.00813
223 Cherry Lane;2006-12-24;0.00813
224 Grape Street;2006-12-24;0.00813
225 Banana Boulevard;2006-12-24;0.00813
221 Apple Lane;2006-12-24;0.00813
222 Orange Avenue;2006-12-24;0.00813
223 Cherry Lane;2006-12-24;0.00813
224 Grape Street;2006-12-24;0.00813
225 Banana Boulevard;2006-12-24;0.00813
221 Apple Lane;2006-12-24;0.0081
222 Orange Avenue;2006-12-24;0.0081
223 Cherry Lane;2006-12-24;0.0081
224 Grape Street;2006-12-24;0.0081
225 Banana Boulevard;2006-12-24;0.0081
221 Apple Lane;2006-12-24;0.00807
222 Orange Avenue;2006-12-24;0.00807
223 Cherry Lane;2006-12-24;0.00807
224 Grape Street;2006-12-24;0.00807
225 Banana Boulevard;2006-12-24;0.00807
221 Apple Lane;2006-12-24;0.0081
222 Orange Avenue;2006-12-24;0.0081
223 Cherry Lane;2006-12-24;0.0081
224 Grape Street;2006-12-24;0.0081
225 Banana Boulevard;2006-12-24;0.0081
221 Apple Lane;2006-12-24;0.00813
222 Orange Avenue;2006-12-24;0.00813
223 Cherry Lane;2006-12-24;0.00813
224 Grape Street;2006-12-24;0.00813
225 Banana Boulevard;2006-12-24;0.00813
221 Apple Lane;2006-12-24;0.00817
222 Orange Avenue;2006-12-24;0.00817
223 Cherry Lane;2006-12-24;0.00817
224 Grape Street;2006-12-24;0.00817
225 Banana Boulevard;2006-12-24;0.00817
221 Apple Lane;2006-12-24;0.0081
222 Orange Avenue;2006-12-24;0.0081
223 Cherry Lane;2006-12-24;0.0081
224 Grape Street;2006-12-24;0.0081
225 Banana Boulevard;2006-12-24;0.0081
221 Apple Lane;2006-12-24;0.00813
222 Orange Avenue;2006-12-24;0.00813
223 Cherry Lane;2006-12-24;0.00813
224 Grape Street;2006-12-24;0.00813
225 Banana Boulevard;2006-12-24;0.00813
221 Apple Lane;2006-12-24;0.00917
222 Orange Avenue;2006-12-24;0.00917
223 Cherry Lane;2006-12-24;0.00917
224 Grape Street;2006-12-24;0.00917
225 Banana Boulevard;2006-12-24;0.00917
221 Apple Lane;2006-12-24;0.00937
222 Orange Avenue;2006-12-24;0.00937
223 Cherry Lane;2006-12-24;0.00937
224 Grape Street;2006-12-24;0.00937
225 Banana Boulevard;2006-12-24;0.00937
221 Apple Lane;2006-12-24;0.0093
222 Orange Avenue;2006-12-24;0.0093
223 Cherry Lane;2006-12-24;0.0093
224 Grape Street;2006-12-24;0.0093
225 Banana Boulevard;2006-12-24;0.0093
221 Apple Lane;2006-12-24;0.00927
222 Orange Avenue;2006-12-24;0.00927
223 Cherry Lane;2006-12-24;0.00927
224 Grape Street;2006-12-24;0.00927
225 Banana Boulevard;2006-12-24;0.00927
221 Apple Lane;2006-12-24;0.00987
222 Orange Avenue;2006-12-24;0.00987
223 Cherry Lane;2006-12-24;0.00987
224 Grape Street;2006-12-24;0.00987
225 Banana Boulevard;2006-12-24;0.00987
221 Apple Lane;2006-12-24;0.01107
222 Orange Avenue;2006-12-24;0.01107
223 Cherry Lane;2006-12-24;0.01107
224 Grape Street;2006-12-24;0.01107
225 Banana Boulevard;2006-12-24;0.01107
221 Apple Lane;2006-12-24;0.011
222 Orange Avenue;2006-12-24;0.011
223 Cherry Lane;2006-12-24;0.011
224 Grape Street;2006-12-24;0.011
225 Banana Boulevard;2006-12-24;0.011
221 Apple Lane;2006-12-24;0.01093
222 Orange Avenue;2006-12-24;0.01093
223 Cherry Lane;2006-12-24;0.01093
224 Grape Street;2006-12-24;0.01093
225 Banana Boulevard;2006-12-24;0.01093
221 Apple Lane;2006-12-24;0.01083
222 Orange Avenue;2006-12-24;0.01083
223 Cherry Lane;2006-12-24;0.01083
224 Grape Street;2006-12-24;0.01083
225 Banana Boulevard;2006-12-24;0.01083
221 Apple Lane;2006-12-24;0.00993
222 Orange Avenue;2006-12-24;0.00993
223 Cherry Lane;2006-12-24;0.00993
224 Grape Street;2006-12-24;0.00993
225 Banana Boulevard;2006-12-24;0.00993
221 Apple Lane;2006-12-24;0.00957
222 Orange Avenue;2006-12-24;0.00957
223 Cherry Lane;2006-12-24;0.00957
224 Grape Street;2006-12-24;0.00957
225 Banana Boulevard;2006-12-24;0.00957
221 Apple Lane;2006-12-24;0.00957
222 Orange Avenue;2006-12-24;0.00957
223 Cherry Lane;2006-12-24;0.00957
224 Grape Street;2006-12-24;0.00957
225 Banana Boulevard;2006-12-24;0.00957
221 Apple Lane;2006-12-24;0.00923
222 Orange Avenue;2006-12-24;0.00923
223 Cherry Lane;2006-12-24;0.00923
224 Grape Street;2006-12-24;0.00923
225 Banana Boulevard;2006-12-24;0.00923
221 Apple Lane;2006-12-24;0.0084
222 Orange Avenue;2006-12-24;0.0084
223 Cherry Lane;2006-12-24;0.0084
224 Grape Street;2006-12-24;0.0084
225 Banana Boulevard;2006-12-24;0.0084
221 Apple Lane;2006-12-24;0.0084
222 Orange Avenue;2006-12-24;0.0084
223 Cherry Lane;2006-12-24;0.0084
224 Grape Street;2006-12-24;0.0084
225 Banana Boulevard;2006-12-24;0.0084
221 Apple Lane;2006-12-24;0.00843
222 Orange Avenue;2006-12-24;0.00843
223 Cherry Lane;2006-12-24;0.00843
224 Grape Street;2006-12-24;0.00843
225 Banana Boulevard;2006-12-24;0.00843
221 Apple Lane;2006-12-24;0.00847
222 Orange Avenue;2006-12-24;0.00847
223 Cherry Lane;2006-12-24;0.00847
224 Grape Street;2006-12-24;0.00847
225 Banana Boulevard;2006-12-24;0.00847
221 Apple Lane;2006-12-24;0.00843
222 Orange Avenue;2006-12-24;0.00843
223 Cherry Lane;2006-12-24;0.00843
224 Grape Street;2006-12-24;0.00843
225 Banana Boulevard;2006-12-24;0.00843
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00693
222 Orange Avenue;2006-12-24;0.00693
223 Cherry Lane;2006-12-24;0.00693
224 Grape Street;2006-12-24;0.00693
225 Banana Boulevard;2006-12-24;0.00693
221 Apple Lane;2006-12-24;0.00693
222 Orange Avenue;2006-12-24;0.00693
223 Cherry Lane;2006-12-24;0.00693
224 Grape Street;2006-12-24;0.00693
225 Banana Boulevard;2006-12-24;0.00693
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00693
222 Orange Avenue;2006-12-24;0.00693
223 Cherry Lane;2006-12-24;0.00693
224 Grape Street;2006-12-24;0.00693
225 Banana Boulevard;2006-12-24;0.00693
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.0084
222 Orange Avenue;2006-12-24;0.0084
223 Cherry Lane;2006-12-24;0.0084
224 Grape Street;2006-12-24;0.0084
225 Banana Boulevard;2006-12-24;0.0084
221 Apple Lane;2006-12-24;0.00997
222 Orange Avenue;2006-12-24;0.00997
223 Cherry Lane;2006-12-24;0.00997
224 Grape Street;2006-12-24;0.00997
225 Banana Boulevard;2006-12-24;0.00997
221 Apple Lane;2006-12-24;0.00993
222 Orange Avenue;2006-12-24;0.00993
223 Cherry Lane;2006-12-24;0.00993
224 Grape Street;2006-12-24;0.00993
225 Banana Boulevard;2006-12-24;0.00993
221 Apple Lane;2006-12-24;0.0099
222 Orange Avenue;2006-12-24;0.0099
223 Cherry Lane;2006-12-24;0.0099
224 Grape Street;2006-12-24;0.0099
225 Banana Boulevard;2006-12-24;0.0099
221 Apple Lane;2006-12-24;0.00997
222 Orange Avenue;2006-12-24;0.00997
223 Cherry Lane;2006-12-24;0.00997
224 Grape Street;2006-12-24;0.00997
225 Banana Boulevard;2006-12-24;0.00997
221 Apple Lane;2006-12-24;0.0099
222 Orange Avenue;2006-12-24;0.0099
223 Cherry Lane;2006-12-24;0.0099
224 Grape Street;2006-12-24;0.0099
225 Banana Boulevard;2006-12-24;0.0099
221 Apple Lane;2006-12-24;0.00983
222 Orange Avenue;2006-12-24;0.00983
223 Cherry Lane;2006-12-24;0.00983
224 Grape Street;2006-12-24;0.00983
225 Banana Boulevard;2006-12-24;0.00983
221 Apple Lane;2006-12-24;0.00977
222 Orange Avenue;2006-12-24;0.00977
223 Cherry Lane;2006-12-24;0.00977
224 Grape Street;2006-12-24;0.00977
225 Banana Boulevard;2006-12-24;0.00977
221 Apple Lane;2006-12-24;0.0095
222 Orange Avenue;2006-12-24;0.0095
223 Cherry Lane;2006-12-24;0.0095
224 Grape Street;2006-12-24;0.0095
225 Banana Boulevard;2006-12-24;0.0095
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.00857
222 Orange Avenue;2006-12-24;0.00857
223 Cherry Lane;2006-12-24;0.00857
224 Grape Street;2006-12-24;0.00857
225 Banana Boulevard;2006-12-24;0.00857
221 Apple Lane;2006-12-24;0.00853
222 Orange Avenue;2006-12-24;0.00853
223 Cherry Lane;2006-12-24;0.00853
224 Grape Street;2006-12-24;0.00853
225 Banana Boulevard;2006-12-24;0.00853
221 Apple Lane;2006-12-24;0.0085
222 Orange Avenue;2006-12-24;0.0085
223 Cherry Lane;2006-12-24;0.0085
224 Grape Street;2006-12-24;0.0085
225 Banana Boulevard;2006-12-24;0.0085
221 Apple Lane;2006-12-24;0.00847
222 Orange Avenue;2006-12-24;0.00847
223 Cherry Lane;2006-12-24;0.00847
224 Grape Street;2006-12-24;0.00847
225 Banana Boulevard;2006-12-24;0.00847
221 Apple Lane;2006-12-24;0.0078
222 Orange Avenue;2006-12-24;0.0078
223 Cherry Lane;2006-12-24;0.0078
224 Grape Street;2006-12-24;0.0078
225 Banana Boulevard;2006-12-24;0.0078
221 Apple Lane;2006-12-24;0.00687
222 Orange Avenue;2006-12-24;0.00687
223 Cherry Lane;2006-12-24;0.00687
224 Grape Street;2006-12-24;0.00687
225 Banana Boulevard;2006-12-24;0.00687
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.0068
222 Orange Avenue;2006-12-24;0.0068
223 Cherry Lane;2006-12-24;0.0068
224 Grape Street;2006-12-24;0.0068
225 Banana Boulevard;2006-12-24;0.0068
221 Apple Lane;2006-12-24;0.00683
222 Orange Avenue;2006-12-24;0.00683
223 Cherry Lane;2006-12-24;0.00683
224 Grape Street;2006-12-24;0.00683
225 Banana Boulevard;2006-12-24;0.00683
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00693
222 Orange Avenue;2006-12-24;0.00693
223 Cherry Lane;2006-12-24;0.00693
224 Grape Street;2006-12-24;0.00693
225 Banana Boulevard;2006-12-24;0.00693
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.007
222 Orange Avenue;2006-12-24;0.007
223 Cherry Lane;2006-12-24;0.007
224 Grape Street;2006-12-24;0.007
225 Banana Boulevard;2006-12-24;0.007
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00693
222 Orange Avenue;2006-12-24;0.00693
223 Cherry Lane;2006-12-24;0.00693
224 Grape Street;2006-12-24;0.00693
225 Banana Boulevard;2006-12-24;0.00693
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.0069
222 Orange Avenue;2006-12-24;0.0069
223 Cherry Lane;2006-12-24;0.0069
224 Grape Street;2006-12-24;0.0069
225 Banana Boulevard;2006-12-24;0.0069
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00697
222 Orange Avenue;2006-12-24;0.00697
223 Cherry Lane;2006-12-24;0.00697
224 Grape Street;2006-12-24;0.00697
225 Banana Boulevard;2006-12-24;0.00697
221 Apple Lane;2006-12-24;0.00867
222 Orange Avenue;2006-12-24;0.00867
223 Cherry Lane;2006-12-24;0.00867
224 Grape Street;2006-12-24;0.00867
225 Banana Boulevard;2006-12-24;0.00867
221 Apple Lane;2006-12-24;0.0088
222 Orange Avenue;2006-12-24;0.0088
223 Cherry Lane;2006-12-24;0.0088
224 Grape Street;2006-12-24;0.0088
225 Banana Boulevard;2006-12-24;0.0088
221 Apple Lane;2006-12-24;0.0102
222 Orange Avenue;2006-12-24;0.0102
223 Cherry Lane;2006-12-24;0.0102
224 Grape Street;2006-12-24;0.0102
225 Banana Boulevard;2006-12-24;0.0102
221 Apple Lane;2006-12-24;0.00997
222 Orange Avenue;2006-12-24;0.00997
223 Cherry Lane;2006-12-24;0.00997
224 Grape Street;2006-12-24;0.00997
225 Banana Boulevard;2006-12-24;0.00997
221 Apple Lane;2006-12-24;0.01003
222 Orange Avenue;2006-12-24;0.01003
223 Cherry Lane;2006-12-24;0.01003
224 Grape Street;2006-12-24;0.01003
225 Banana Boulevard;2006-12-24;0.01003
221 Apple Lane;2006-12-24;0.00987
222 Orange Avenue;2006-12-24;0.00987
223 Cherry Lane;2006-12-24;0.00987
224 Grape Street;2006-12-24;0.00987
225 Banana Boulevard;2006-12-24;0.00987
221 Apple Lane;2006-12-24;0.00983
222 Orange Avenue;2006-12-24;0.00983
223 Cherry Lane;2006-12-24;0.00983
224 Grape Street;2006-12-24;0.00983
225 Banana Boulevard;2006-12-24;0.00983
221 Apple Lane;2006-12-24;0.0098
222 Orange Avenue;2006-12-24;0.0098
223 Cherry Lane;2006-12-24;0.0098
224 Grape Street;2006-12-24;0.0098
225 Banana Boulevard;2006-12-24;0.0098
221 Apple Lane;2006-12-24;0.00973
222 Orange Avenue;2006-12-24;0.00973
223 Cherry Lane;2006-12-24;0.00973
224 Grape Street;2006-12-24;0.00973
225 Banana Boulevard;2006-12-24;0.00973
221 Apple Lane;2006-12-24;0.00977
222 Orange Avenue;2006-12-24;0.00977
223 Cherry Lane;2006-12-24;0.00977
224 Grape Street;2006-12-24;0.00977
225 Banana Boulevard;2006-12-24;0.00977
221 Apple Lane;2006-12-24;0.0098
222 Orange Avenue;2006-12-24;0.0098
223 Cherry Lane;2006-12-24;0.0098
224 Grape Street;2006-12-24;0.0098
225 Banana Boulevard;2006-12-24;0.0098
221 Apple Lane;2006-12-24;0.00877
222 Orange Avenue;2006-12-24;0.00877
223 Cherry Lane;2006-12-24;0.00877
224 Grape Street;2006-12-24;0.00877
